#  dt dtz fluor_diode izero_diode refl scanNr sry sty
1.000000014901161194e-01 1.249720001220703125e+01 1.913780000000000000e+05 6.811500000000000000e+04 7.383670000000000000e+05 4.860000000000000000e+02 5.074599981307983398e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.255879974365234375e+01 1.920350000000000000e+05 6.805300000000000000e+04 7.336140000000000000e+05 4.860000000000000000e+02 5.099599957466125488e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.262040042877197266e+01 1.973260000000000000e+05 6.809000000000000000e+04 7.176970000000000000e+05 4.860000000000000000e+02 5.124599933624267578e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.268179988861083984e+01 2.119160000000000000e+05 6.807400000000000000e+04 7.041330000000000000e+05 4.860000000000000000e+02 5.149599909782409668e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.274339962005615234e+01 2.235150000000000000e+05 6.804800000000000000e+04 6.983100000000000000e+05 4.860000000000000000e+02 5.174599885940551758e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.280500030517578125e+01 2.453730000000000000e+05 6.803400000000000000e+04 6.924820000000000000e+05 4.860000000000000000e+02 5.199599862098693848e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.286660003662109375e+01 2.648260000000000000e+05 6.802400000000000000e+04 6.609040000000000000e+05 4.860000000000000000e+02 5.224599838256835938e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.292819976806640625e+01 2.894090000000000000e+05 6.861300000000000000e+04 6.380080000000000000e+05 4.860000000000000000e+02 5.249599814414978027e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.298960018157958984e+01 3.187160000000000000e+05 6.871000000000000000e+04 5.841500000000000000e+05 4.860000000000000000e+02 5.274599790573120117e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.305119991302490234e+01 3.521980000000000000e+05 6.866300000000000000e+04 5.738920000000000000e+05 4.860000000000000000e+02 5.299599766731262207e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.311279964447021484e+01 3.797560000000000000e+05 6.861500000000000000e+04 5.396440000000000000e+05 4.860000000000000000e+02 5.324599742889404297e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.317440032958984375e+01 3.955450000000000000e+05 6.868600000000000000e+04 5.290610000000000000e+05 4.860000000000000000e+02 5.349599719047546387e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.323600006103515625e+01 3.913760000000000000e+05 6.865300000000000000e+04 5.244450000000000000e+05 4.860000000000000000e+02 5.374600291252136230e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.329740047454833984e+01 3.723660000000000000e+05 6.869600000000000000e+04 5.571800000000000000e+05 4.860000000000000000e+02 5.399600267410278320e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.335900020599365234e+01 3.395770000000000000e+05 6.862300000000000000e+04 5.798730000000000000e+05 4.860000000000000000e+02 5.424600243568420410e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.342059993743896484e+01 3.040210000000000000e+05 6.864100000000000000e+04 6.079770000000000000e+05 4.860000000000000000e+02 5.449600219726562500e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.348219966888427734e+01 2.705180000000000000e+05 6.862200000000000000e+04 6.367350000000000000e+05 4.860000000000000000e+02 5.474600195884704590e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.354380035400390625e+01 2.333360000000000000e+05 6.859400000000000000e+04 6.764190000000000000e+05 4.860000000000000000e+02 5.499600172042846680e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.360540008544921875e+01 2.081110000000000000e+05 6.866300000000000000e+04 6.743670000000000000e+05 4.860000000000000000e+02 5.524600148200988770e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.366679954528808594e+01 1.875750000000000000e+05 6.866100000000000000e+04 6.807970000000000000e+05 4.860000000000000000e+02 5.549600124359130859e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.372840023040771484e+01 1.665510000000000000e+05 6.864300000000000000e+04 6.846440000000000000e+05 4.860000000000000000e+02 5.574600100517272949e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.378999996185302734e+01 1.586830000000000000e+05 6.862600000000000000e+04 6.862140000000000000e+05 4.860000000000000000e+02 5.599600076675415039e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.385159969329833984e+01 1.564440000000000000e+05 6.870000000000000000e+04 6.741080000000000000e+05 4.860000000000000000e+02 5.624600052833557129e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.391320037841796875e+01 1.470950000000000000e+05 6.861200000000000000e+04 6.855050000000000000e+05 4.860000000000000000e+02 5.649600028991699219e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.397459983825683594e+01 1.411600000000000000e+05 6.862800000000000000e+04 6.980900000000000000e+05 4.860000000000000000e+02 5.674600005149841309e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.403619956970214844e+01 1.452020000000000000e+05 6.865400000000000000e+04 6.981810000000000000e+05 4.860000000000000000e+02 5.699599981307983398e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.409780025482177734e+01 1.400850000000000000e+05 6.863300000000000000e+04 6.816710000000000000e+05 4.860000000000000000e+02 5.724599957466125488e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.415939998626708984e+01 1.498060000000000000e+05 6.860000000000000000e+04 6.720260000000000000e+05 4.860000000000000000e+02 5.749599933624267578e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.422099971771240234e+01 1.485950000000000000e+05 6.863100000000000000e+04 6.738040000000000000e+05 4.860000000000000000e+02 5.774599909782409668e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.428240013122558594e+01 1.509720000000000000e+05 6.859600000000000000e+04 6.584890000000000000e+05 4.860000000000000000e+02 5.799599885940551758e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.434399986267089844e+01 1.517610000000000000e+05 6.868400000000000000e+04 6.692750000000000000e+05 4.860000000000000000e+02 5.824599862098693848e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.440559959411621094e+01 1.739240000000000000e+05 6.854500000000000000e+04 6.278880000000000000e+05 4.860000000000000000e+02 5.849599838256835938e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.446720027923583984e+01 1.873700000000000000e+05 6.864600000000000000e+04 6.135620000000000000e+05 4.860000000000000000e+02 5.874599814414978027e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.452880001068115234e+01 1.864070000000000000e+05 6.854900000000000000e+04 6.009050000000000000e+05 4.860000000000000000e+02 5.899599790573120117e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.459039974212646484e+01 2.076260000000000000e+05 6.868700000000000000e+04 5.774550000000000000e+05 4.860000000000000000e+02 5.924599766731262207e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.465180015563964844e+01 2.199650000000000000e+05 6.860800000000000000e+04 5.663070000000000000e+05 4.860000000000000000e+02 5.949599742889404297e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.471339988708496094e+01 2.262560000000000000e+05 6.860400000000000000e+04 5.558060000000000000e+05 4.860000000000000000e+02 5.974599719047546387e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.477499961853027344e+01 2.311390000000000000e+05 6.864900000000000000e+04 5.653680000000000000e+05 4.860000000000000000e+02 5.999600291252136230e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.483660030364990234e+01 2.345290000000000000e+05 6.865600000000000000e+04 5.801580000000000000e+05 4.860000000000000000e+02 6.024600267410278320e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.489820003509521484e+01 2.426990000000000000e+05 6.850700000000000000e+04 5.877730000000000000e+05 4.860000000000000000e+02 6.049600243568420410e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.495960044860839844e+01 2.409270000000000000e+05 6.859200000000000000e+04 6.108100000000000000e+05 4.860000000000000000e+02 6.074600219726562500e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.502120018005371094e+01 2.274780000000000000e+05 6.862000000000000000e+04 6.312140000000000000e+05 4.860000000000000000e+02 6.099600195884704590e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.508279991149902344e+01 2.311550000000000000e+05 6.857700000000000000e+04 6.485040000000000000e+05 4.860000000000000000e+02 6.124600172042846680e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.514439964294433594e+01 2.267640000000000000e+05 6.856700000000000000e+04 6.613760000000000000e+05 4.860000000000000000e+02 6.149600148200988770e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.520600032806396484e+01 2.185550000000000000e+05 6.861400000000000000e+04 6.599700000000000000e+05 4.860000000000000000e+02 6.174600124359130859e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.526739978790283203e+01 2.109440000000000000e+05 6.854800000000000000e+04 6.824230000000000000e+05 4.860000000000000000e+02 6.199600100517272949e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.532900047302246094e+01 2.084090000000000000e+05 6.859500000000000000e+04 6.738330000000000000e+05 4.860000000000000000e+02 6.224600076675415039e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.539060020446777344e+01 2.062900000000000000e+05 6.858800000000000000e+04 6.773450000000000000e+05 4.860000000000000000e+02 6.249600052833557129e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.545219993591308594e+01 2.107820000000000000e+05 6.861100000000000000e+04 6.748140000000000000e+05 4.860000000000000000e+02 6.274600028991699219e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.551379966735839844e+01 2.097910000000000000e+05 6.860800000000000000e+04 6.734480000000000000e+05 4.860000000000000000e+02 6.299600005149841309e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.557540035247802734e+01 2.115020000000000000e+05 6.860400000000000000e+04 6.720150000000000000e+05 4.860000000000000000e+02 6.324599981307983398e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.563679981231689453e+01 2.144290000000000000e+05 6.856200000000000000e+04 6.677220000000000000e+05 4.860000000000000000e+02 6.349599957466125488e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.569839954376220703e+01 2.199050000000000000e+05 6.855000000000000000e+04 6.505320000000000000e+05 4.860000000000000000e+02 6.374599933624267578e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.576000022888183594e+01 2.347800000000000000e+05 6.859600000000000000e+04 6.343360000000000000e+05 4.860000000000000000e+02 6.399599909782409668e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.582159996032714844e+01 2.301730000000000000e+05 6.866100000000000000e+04 6.255470000000000000e+05 4.860000000000000000e+02 6.424599885940551758e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.588319969177246094e+01 2.385680000000000000e+05 6.863100000000000000e+04 6.063570000000000000e+05 4.860000000000000000e+02 6.449599862098693848e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.594460010528564453e+01 2.414930000000000000e+05 6.858900000000000000e+04 5.855340000000000000e+05 4.860000000000000000e+02 6.474599838256835938e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.600620079040527344e+01 2.463900000000000000e+05 6.862000000000000000e+04 5.663860000000000000e+05 4.860000000000000000e+02 6.499599814414978027e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.606780052185058594e+01 2.488510000000000000e+05 6.856500000000000000e+04 5.529220000000000000e+05 4.860000000000000000e+02 6.524599790573120117e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.612940025329589844e+01 2.561040000000000000e+05 6.857500000000000000e+04 5.191930000000000000e+05 4.860000000000000000e+02 6.549599766731262207e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.619099998474121094e+01 2.476030000000000000e+05 6.855100000000000000e+04 5.070730000000000000e+05 4.860000000000000000e+02 6.574599742889404297e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.625239944458007812e+01 2.388120000000000000e+05 6.863900000000000000e+04 4.993080000000000000e+05 4.860000000000000000e+02 6.599599719047546387e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.631399917602539062e+01 2.284500000000000000e+05 6.861000000000000000e+04 4.910930000000000000e+05 4.860000000000000000e+02 6.624600291252136230e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.637560081481933594e+01 2.260690000000000000e+05 6.855600000000000000e+04 4.953430000000000000e+05 4.860000000000000000e+02 6.649600267410278320e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.643720054626464844e+01 2.095300000000000000e+05 6.856000000000000000e+04 5.106670000000000000e+05 4.860000000000000000e+02 6.674600243568420410e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.649880027770996094e+01 1.942740000000000000e+05 6.856300000000000000e+04 5.279590000000000000e+05 4.860000000000000000e+02 6.699600219726562500e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.656040000915527344e+01 1.878970000000000000e+05 6.850400000000000000e+04 5.459850000000000000e+05 4.860000000000000000e+02 6.724600195884704590e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.662179946899414062e+01 1.800970000000000000e+05 6.858900000000000000e+04 5.689270000000000000e+05 4.860000000000000000e+02 6.749600172042846680e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.668339920043945312e+01 1.716290000000000000e+05 6.859700000000000000e+04 5.717300000000000000e+05 4.860000000000000000e+02 6.774600148200988770e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.674500083923339844e+01 1.741460000000000000e+05 6.862500000000000000e+04 5.894880000000000000e+05 4.860000000000000000e+02 6.799600124359130859e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.680660057067871094e+01 1.653400000000000000e+05 6.853500000000000000e+04 6.000990000000000000e+05 4.860000000000000000e+02 6.824600100517272949e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.686820030212402344e+01 1.668530000000000000e+05 6.855800000000000000e+04 6.024780000000000000e+05 4.860000000000000000e+02 6.849600076675415039e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.692959976196289062e+01 1.647990000000000000e+05 6.861200000000000000e+04 6.132670000000000000e+05 4.860000000000000000e+02 6.874600052833557129e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.699119949340820312e+01 1.552150000000000000e+05 6.857000000000000000e+04 6.010620000000000000e+05 4.860000000000000000e+02 6.899600028991699219e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.705279922485351562e+01 1.648230000000000000e+05 6.861100000000000000e+04 5.965890000000000000e+05 4.860000000000000000e+02 6.924600005149841309e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.711440086364746094e+01 1.607250000000000000e+05 6.856800000000000000e+04 6.004240000000000000e+05 4.860000000000000000e+02 6.949599981307983398e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.717600059509277344e+01 1.519310000000000000e+05 6.856600000000000000e+04 5.884620000000000000e+05 4.860000000000000000e+02 6.974599957466125488e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.723740005493164062e+01 1.575220000000000000e+05 6.853700000000000000e+04 5.709450000000000000e+05 4.860000000000000000e+02 6.999599933624267578e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.729899978637695312e+01 1.595400000000000000e+05 6.860900000000000000e+04 5.567350000000000000e+05 4.860000000000000000e+02 7.024599909782409668e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.736059951782226562e+01 1.709350000000000000e+05 6.866400000000000000e+04 5.417580000000000000e+05 4.860000000000000000e+02 7.049599885940551758e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.742219924926757812e+01 1.775260000000000000e+05 6.865100000000000000e+04 5.194530000000000000e+05 4.860000000000000000e+02 7.074599862098693848e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.748380088806152344e+01 1.845590000000000000e+05 6.861400000000000000e+04 5.048750000000000000e+05 4.860000000000000000e+02 7.099599838256835938e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.754540061950683594e+01 1.801590000000000000e+05 6.856700000000000000e+04 4.868270000000000000e+05 4.860000000000000000e+02 7.124599814414978027e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.760680007934570312e+01 1.789460000000000000e+05 6.862900000000000000e+04 4.652040000000000000e+05 4.860000000000000000e+02 7.149599790573120117e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.766839981079101562e+01 1.891050000000000000e+05 6.855900000000000000e+04 4.361020000000000000e+05 4.860000000000000000e+02 7.174599766731262207e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.772999954223632812e+01 1.993410000000000000e+05 6.855300000000000000e+04 4.178210000000000000e+05 4.860000000000000000e+02 7.199599742889404297e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.779159927368164062e+01 1.887830000000000000e+05 6.859900000000000000e+04 4.001290000000000000e+05 4.860000000000000000e+02 7.224599719047546387e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.785320091247558594e+01 1.929010000000000000e+05 6.863000000000000000e+04 3.859650000000000000e+05 4.860000000000000000e+02 7.249600291252136230e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.791460037231445312e+01 1.996200000000000000e+05 6.855300000000000000e+04 3.790160000000000000e+05 4.860000000000000000e+02 7.274600267410278320e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.797620010375976562e+01 1.921310000000000000e+05 6.857200000000000000e+04 3.953300000000000000e+05 4.860000000000000000e+02 7.299600243568420410e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.803779983520507812e+01 1.908160000000000000e+05 6.858700000000000000e+04 4.147770000000000000e+05 4.860000000000000000e+02 7.324600219726562500e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.809939956665039062e+01 1.986870000000000000e+05 6.855500000000000000e+04 4.314560000000000000e+05 4.860000000000000000e+02 7.349600195884704590e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.816099929809570312e+01 1.990840000000000000e+05 6.853000000000000000e+04 4.367830000000000000e+05 4.860000000000000000e+02 7.374600172042846680e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.822260093688964844e+01 1.957840000000000000e+05 6.856100000000000000e+04 4.534070000000000000e+05 4.860000000000000000e+02 7.399600148200988770e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.828400039672851562e+01 1.941900000000000000e+05 6.855200000000000000e+04 4.735070000000000000e+05 4.860000000000000000e+02 7.424600124359130859e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.834560012817382812e+01 1.895380000000000000e+05 6.863400000000000000e+04 4.749940000000000000e+05 4.860000000000000000e+02 7.449600100517272949e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.840719985961914062e+01 1.863240000000000000e+05 6.862900000000000000e+04 4.859080000000000000e+05 4.860000000000000000e+02 7.474600076675415039e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.846879959106445312e+01 1.919000000000000000e+05 6.856800000000000000e+04 4.739060000000000000e+05 4.860000000000000000e+02 7.499600052833557129e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.853039932250976562e+01 1.818320000000000000e+05 6.862200000000000000e+04 4.842200000000000000e+05 4.860000000000000000e+02 7.524600028991699219e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.859180068969726562e+01 1.890490000000000000e+05 6.861800000000000000e+04 4.895750000000000000e+05 4.860000000000000000e+02 7.549600005149841309e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.865340042114257812e+01 1.853370000000000000e+05 6.865000000000000000e+04 4.834620000000000000e+05 4.860000000000000000e+02 7.574599981307983398e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.871500015258789062e+01 1.796570000000000000e+05 6.854200000000000000e+04 4.820350000000000000e+05 4.860000000000000000e+02 7.599599957466125488e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.877659988403320312e+01 1.852550000000000000e+05 6.854000000000000000e+04 4.721400000000000000e+05 4.860000000000000000e+02 7.624599933624267578e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.883819961547851562e+01 1.795220000000000000e+05 6.856800000000000000e+04 4.552660000000000000e+05 4.860000000000000000e+02 7.649599909782409668e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.889959907531738281e+01 1.809170000000000000e+05 6.859300000000000000e+04 4.397430000000000000e+05 4.860000000000000000e+02 7.674599885940551758e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.896120071411132812e+01 1.857230000000000000e+05 6.854000000000000000e+04 4.253850000000000000e+05 4.860000000000000000e+02 7.699599862098693848e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.902280044555664062e+01 1.861280000000000000e+05 6.860000000000000000e+04 4.087770000000000000e+05 4.860000000000000000e+02 7.724599838256835938e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.908440017700195312e+01 1.792490000000000000e+05 6.854300000000000000e+04 3.850630000000000000e+05 4.860000000000000000e+02 7.749599814414978027e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.914599990844726562e+01 1.778490000000000000e+05 6.854100000000000000e+04 3.535900000000000000e+05 4.860000000000000000e+02 7.774599790573120117e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.920739936828613281e+01 1.787960000000000000e+05 6.857200000000000000e+04 3.325710000000000000e+05 4.860000000000000000e+02 7.799599766731262207e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.926899909973144531e+01 1.793710000000000000e+05 6.861500000000000000e+04 2.895100000000000000e+05 4.860000000000000000e+02 7.824599742889404297e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.933060073852539062e+01 1.844880000000000000e+05 6.853500000000000000e+04 2.556960000000000000e+05 4.860000000000000000e+02 7.849599719047546387e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.939220046997070312e+01 1.733740000000000000e+05 6.859000000000000000e+04 2.234620000000000000e+05 4.860000000000000000e+02 7.874600291252136230e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.945380020141601562e+01 1.767550000000000000e+05 6.863400000000000000e+04 1.862020000000000000e+05 4.860000000000000000e+02 7.899600267410278320e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.951539993286132812e+01 1.840940000000000000e+05 6.855300000000000000e+04 1.618000000000000000e+05 4.860000000000000000e+02 7.924600243568420410e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.957679939270019531e+01 1.871230000000000000e+05 6.860400000000000000e+04 1.539660000000000000e+05 4.860000000000000000e+02 7.949600219726562500e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.963839912414550781e+01 1.769200000000000000e+05 6.860200000000000000e+04 1.666200000000000000e+05 4.860000000000000000e+02 7.974600195884704590e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.970000076293945312e+01 1.778760000000000000e+05 6.857700000000000000e+04 1.885110000000000000e+05 4.860000000000000000e+02 7.999600172042846680e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.976160049438476562e+01 1.726790000000000000e+05 6.861500000000000000e+04 2.175730000000000000e+05 4.860000000000000000e+02 8.024600148200988770e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.982320022583007812e+01 1.725560000000000000e+05 6.862800000000000000e+04 2.446580000000000000e+05 4.860000000000000000e+02 8.049600124359130859e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.988459968566894531e+01 1.710280000000000000e+05 6.856700000000000000e+04 2.721680000000000000e+05 4.860000000000000000e+02 8.074600100517272949e-01 0.000000000000000000e+00
1.000000014901161194e-01 1.994619941711425781e+01 1.756470000000000000e+05 6.858000000000000000e+04 2.931120000000000000e+05 4.860000000000000000e+02 8.099600076675415039e-01 0.000000000000000000e+00
1.000000014901161194e-01 2.000779914855957031e+01 1.747230000000000000e+05 6.859600000000000000e+04 3.177690000000000000e+05 4.860000000000000000e+02 8.124600052833557129e-01 0.000000000000000000e+00
1.000000014901161194e-01 2.006940078735351562e+01 1.623660000000000000e+05 6.854300000000000000e+04 3.360290000000000000e+05 4.860000000000000000e+02 8.149600028991699219e-01 0.000000000000000000e+00
1.000000014901161194e-01 2.013100051879882812e+01 1.636870000000000000e+05 6.850900000000000000e+04 3.573760000000000000e+05 4.860000000000000000e+02 8.174600005149841309e-01 0.000000000000000000e+00
1.000000014901161194e-01 2.019260025024414062e+01 1.650160000000000000e+05 6.863000000000000000e+04 3.663060000000000000e+05 4.860000000000000000e+02 8.199599981307983398e-01 0.000000000000000000e+00
1.000000014901161194e-01 2.025399971008300781e+01 1.691520000000000000e+05 6.856400000000000000e+04 3.811780000000000000e+05 4.860000000000000000e+02 8.224599957466125488e-01 0.000000000000000000e+00
1.000000014901161194e-01 2.031559944152832031e+01 1.596230000000000000e+05 6.851600000000000000e+04 3.887980000000000000e+05 4.860000000000000000e+02 8.249599933624267578e-01 0.000000000000000000e+00
1.000000014901161194e-01 2.037719917297363281e+01 1.592390000000000000e+05 6.855100000000000000e+04 3.954290000000000000e+05 4.860000000000000000e+02 8.274599909782409668e-01 0.000000000000000000e+00
1.000000014901161194e-01 2.043880081176757812e+01 1.708610000000000000e+05 6.852800000000000000e+04 3.979180000000000000e+05 4.860000000000000000e+02 8.299599885940551758e-01 0.000000000000000000e+00
1.000000014901161194e-01 2.050040054321289062e+01 1.650980000000000000e+05 6.855600000000000000e+04 3.920980000000000000e+05 4.860000000000000000e+02 8.324599862098693848e-01 0.000000000000000000e+00
1.000000014901161194e-01 2.056180000305175781e+01 1.638040000000000000e+05 6.858400000000000000e+04 3.954430000000000000e+05 4.860000000000000000e+02 8.349599838256835938e-01 0.000000000000000000e+00
1.000000014901161194e-01 2.062339973449707031e+01 1.732470000000000000e+05 6.865600000000000000e+04 3.783670000000000000e+05 4.860000000000000000e+02 8.374599814414978027e-01 0.000000000000000000e+00
1.000000014901161194e-01 2.068499946594238281e+01 1.699260000000000000e+05 6.857400000000000000e+04 3.674600000000000000e+05 4.860000000000000000e+02 8.399599790573120117e-01 0.000000000000000000e+00
1.000000014901161194e-01 2.074659919738769531e+01 1.722450000000000000e+05 6.853900000000000000e+04 3.622380000000000000e+05 4.860000000000000000e+02 8.424599766731262207e-01 0.000000000000000000e+00
1.000000014901161194e-01 2.080820083618164062e+01 1.626250000000000000e+05 6.852000000000000000e+04 3.612560000000000000e+05 4.860000000000000000e+02 8.449599742889404297e-01 0.000000000000000000e+00
1.000000014901161194e-01 2.086960029602050781e+01 1.729910000000000000e+05 6.856400000000000000e+04 3.472120000000000000e+05 4.860000000000000000e+02 8.474599719047546387e-01 0.000000000000000000e+00
1.000000014901161194e-01 2.093120002746582031e+01 1.774480000000000000e+05 6.854500000000000000e+04 3.362690000000000000e+05 4.860000000000000000e+02 8.499600291252136230e-01 0.000000000000000000e+00
1.000000014901161194e-01 2.099279975891113281e+01 1.655610000000000000e+05 6.853400000000000000e+04 3.321360000000000000e+05 4.860000000000000000e+02 8.524600267410278320e-01 0.000000000000000000e+00
1.000000014901161194e-01 2.105439949035644531e+01 1.676860000000000000e+05 6.855900000000000000e+04 3.429860000000000000e+05 4.860000000000000000e+02 8.549600243568420410e-01 0.000000000000000000e+00
1.000000014901161194e-01 2.111599922180175781e+01 1.655260000000000000e+05 6.858900000000000000e+04 3.157270000000000000e+05 4.860000000000000000e+02 8.574600219726562500e-01 0.000000000000000000e+00
1.000000014901161194e-01 2.117760086059570312e+01 1.731040000000000000e+05 6.859600000000000000e+04 3.044970000000000000e+05 4.860000000000000000e+02 8.599600195884704590e-01 0.000000000000000000e+00
1.000000014901161194e-01 2.123900032043457031e+01 1.794280000000000000e+05 6.852100000000000000e+04 3.021760000000000000e+05 4.860000000000000000e+02 8.624600172042846680e-01 0.000000000000000000e+00
1.000000014901161194e-01 2.130060005187988281e+01 1.779080000000000000e+05 6.859000000000000000e+04 3.068040000000000000e+05 4.860000000000000000e+02 8.649600148200988770e-01 0.000000000000000000e+00
1.000000014901161194e-01 2.136219978332519531e+01 1.729130000000000000e+05 6.849700000000000000e+04 3.103120000000000000e+05 4.860000000000000000e+02 8.674600124359130859e-01 0.000000000000000000e+00
